a0,a1,a2,a3,st_range,end_range
0,0,0,0,-13.03487,-33.89515
0,1,-57.36015,2467.64,-33.89515,-56.84145
0,-1,57.36015,-2467.64,-56.84145,-64.66405
0,0,0,0,-64.66405,-65.70706
0,0,0,0,-65.70706,-80.30926
0,0,0,0,-80.30926,-104.0378
0,0,0,0,-104.0378,-117.0755
0,0,0,0,-117.0755,-126.9841
