b0,b1,b2,b3,b4,b5,b6,b7,b8,order
-15.851426,179769313486231570814527423731704356798070567525844996598917476803157260780028538760589558632766878171540458953514382464234321326889464182768467546703537516986049910576551282076245490090389328944075868508455133942304583236903222948165808559332123348274797826204144723168738177180919299881250404026184124858368.000000,-137884513969351214020289070026303597259891854642618979716410645971902046806867519091035771226269209310327103786296552101249876617607241915370034703319399550402881492429760736204569960141301446815037801577315737327984479531450630521659221994491871525754268458757491389736234856649034105765570019383535000879104.000000,8528914095095640791014598205767240519537867408000671191764555791312154652913693469180821671423390154922601306296135830596722423282963934422652939647684464228546695321726694485324026307529784232555591314210985934161636172680497739971673545945956994615493429254928182974196264335223502525454354900887342678016.000000,-231976805999006822083811704013657822307744794850258855281620086411640875366748648958247009698790456429560792251170638517739702891449306487955051215351979964058341109121551487400435077907750967689092918976395396682661828511312216031332813332736970306510934248336557424221773637576901161045961309293994049536.000000,4609535802571745292544765040128988750865972308583181913918979234732224509264262346775123294003621600003831518435966108563566438108866826569181436590273236093105218024717362571221842438718843650222727433055968488758040403846310097998321768182676456178874152515527449942123866542315119699934465623819550720.000000,-84989210434281914108994350685730525640463498068670313728537330358451775187742093157934964888456868035734983096014723342693389779994524303538826599545697103212444880967038009420946808444702172227689603885388827696719989484533624714650685424938225432830333517630345952893717771004602800698558404301422592.000000,1417117612290143298169130660718995079745135959954394745154483361051205733384670304631949457254450795923821115504874890492137992111668074521795353655921321541381684739407430060343792078689895129854740282885946272121195454390661842171115732638165021489685687004017103771863801950899675081179484915761152.000000,-20203357678196894273742299291860529244547591465089074109161565623958322531859470563211047840795799984812628974331033198044436246289209363872907766736902887636453430941522368566970829891695007497461251684561371533253122307101667246054896882220373469943763511919531624410165014218427770126932471971840.000000,8
